criam	1	0.01481262035254
criança	1	0.01481262035254
criar	2	0.029625240705081
criaturas	1	0.01481262035254
criação	1	0.01481262035254
crime	2	0.029625240705081
crimes	1	0.01481262035254
criminal	1	0.01481262035254
crise	1	0.01481262035254
cronópios	1	0.01481262035254
créditos	1	0.01481262035254
crítica	1	0.01481262035254
cu	1	0.01481262035254
cuidado	1	0.01481262035254
cuidava	1	0.01481262035254
cujas	1	0.01481262035254
cujo	1	0.01481262035254
cujos	1	0.01481262035254
culpada	1	0.01481262035254
cultura	3	0.044437861057621
cultural	2	0.029625240705081
cunho	1	0.01481262035254
curtas	1	0.01481262035254
curto	1	0.01481262035254
custeio	1	0.01481262035254
cá	2	0.029625240705081
câmara	1	0.01481262035254
cócegas	1	0.01481262035254
cópia	2	0.029625240705081
da	76	1.1257591467931
dando	2	0.029625240705081
daquela	2	0.029625240705081
daquele	1	0.01481262035254
daqui	3	0.044437861057621
dar	5	0.074063101762702
darão	1	0.01481262035254
das	20	0.29625240705081
data	1	0.01481262035254
datado	1	0.01481262035254
datar	1	0.01481262035254
davam	2	0.029625240705081
de	244	3.6142793660198
decidiram	1	0.01481262035254
decisivo	1	0.01481262035254
declara	1	0.01481262035254
declinar	1	0.01481262035254
decoração	1	0.01481262035254
dedicatória	1	0.01481262035254
dedo	1	0.01481262035254
defecção	1	0.01481262035254
defeitos	1	0.01481262035254
defende	1	0.01481262035254
defendem	1	0.01481262035254
defendendo	1	0.01481262035254
defender	1	0.01481262035254
defesa	1	0.01481262035254
deixar	3	0.044437861057621
deixou	2	0.029625240705081
dela	2	0.029625240705081
delas	1	0.01481262035254
dele	3	0.044437861057621
deles	3	0.044437861057621
delineamento	1	0.01481262035254
delírio	1	0.01481262035254
demolir	1	0.01481262035254
demoliram	1	0.01481262035254
demérito	1	0.01481262035254
denominado	1	0.01481262035254
denominados	1	0.01481262035254
dentro	2	0.029625240705081
depende	1	0.01481262035254
depois	5	0.074063101762702
deputado	2	0.029625240705081
deram	1	0.01481262035254
derrubálo	1	0.01481262035254
desabafarem	1	0.01481262035254
desafiantes	1	0.01481262035254
desamarro	1	0.01481262035254
desaparecer	1	0.01481262035254
desastre	1	0.01481262035254
descabelado	1	0.01481262035254
descaso	1	0.01481262035254
desconcerto	1	0.01481262035254
desconsiderar	1	0.01481262035254
descontando	1	0.01481262035254
descreve	1	0.01481262035254
descrito	1	0.01481262035254
desculpa	1	0.01481262035254
desde	2	0.029625240705081
desembocar	1	0.01481262035254
desencadear	1	0.01481262035254
desenvolvimento	1	0.01481262035254
designar	1	0.01481262035254
desmentida	1	0.01481262035254
desordem	1	0.01481262035254
despacho	2	0.029625240705081
despeito	1	0.01481262035254
dessas	2	0.029625240705081
desses	4	0.059250481410161
desta	2	0.029625240705081
deste	3	0.044437861057621
destempero	1	0.01481262035254
destino	1	0.01481262035254
destroçado	1	0.01481262035254
destruir	1	0.01481262035254
determinismo	1	0.01481262035254
detesto	1	0.01481262035254
deu	2	0.029625240705081
deve	6	0.088875722115242
devem	1	0.01481262035254
devendo	1	0.01481262035254
deveria	3	0.044437861057621
deverá	1	0.01481262035254
deviam	1	0.01481262035254
devir	1	0.01481262035254
devolvida	1	0.01481262035254
dezasseis	1	0.01481262035254
dia	1	0.01481262035254
diagnosticada	1	0.01481262035254
diante	1	0.01481262035254
dias	1	0.01481262035254
diferenciadas	1	0.01481262035254
difícil	1	0.01481262035254
digo	2	0.029625240705081
dinheiro	3	0.044437861057621
dique	1	0.01481262035254
directamente	1	0.01481262035254
directas	1	0.01481262035254
direito	1	0.01481262035254
diretamente	1	0.01481262035254
diretor	1	0.01481262035254
diretrizes	1	0.01481262035254
diria	2	0.029625240705081
dirige	2	0.029625240705081
discografia	1	0.01481262035254
discussão	2	0.029625240705081
discutíveis	1	0.01481262035254
discípulos	1	0.01481262035254
disparate	1	0.01481262035254
dispenso	1	0.01481262035254
displicente	2	0.029625240705081
dispor	1	0.01481262035254
dispostas	1	0.01481262035254
dispuséssemos	1	0.01481262035254
disputando	1	0.01481262035254
disse	8	0.11850096282032
disseram	2	0.029625240705081
distribuição	3	0.044437861057621
distúrbios	1	0.01481262035254
dito	1	0.01481262035254
diverge	1	0.01481262035254
diversidade	1	0.01481262035254
diverso	1	0.01481262035254
diversos	1	0.01481262035254
divertem	1	0.01481262035254
divertindo	1	0.01481262035254
dividir	1	0.01481262035254
divino	1	0.01481262035254
divulgada	1	0.01481262035254
diz	3	0.044437861057621
dizendo	1	0.01481262035254
dizer	3	0.044437861057621
dizia	1	0.01481262035254
do	101	1.4960746556066
dobrado	1	0.01481262035254
documento	4	0.059250481410161
documentos	2	0.029625240705081
doença	1	0.01481262035254
dogmas	1	0.01481262035254
doidas	1	0.01481262035254
dois	3	0.044437861057621
dominado	1	0.01481262035254
dominadora	1	0.01481262035254
domingo	2	0.029625240705081
dono	1	0.01481262035254
donzela	1	0.01481262035254
dos	20	0.29625240705081
doutor	3	0.044437861057621
drogas	1	0.01481262035254
du	1	0.01481262035254
duas	5	0.074063101762702
durante	1	0.01481262035254
duvide	1	0.01481262035254
duzentos	1	0.01481262035254
dá	3	0.044437861057621
dão	1	0.01481262035254
década	1	0.01481262035254
décimo	1	0.01481262035254
dólares	1	0.01481262035254
dúvida	2	0.029625240705081
e	145	2.1478299511184
economia	1	0.01481262035254
economistachefe	1	0.01481262035254
edilidade	1	0.01481262035254
editando	1	0.01481262035254
educativo	1	0.01481262035254
efeito	2	0.029625240705081
ela	12	0.17775144423048
elaborado	1	0.01481262035254
elas	2	0.029625240705081
ele	17	0.25181454599319
eleitorais	1	0.01481262035254
eleitores	1	0.01481262035254
eleitos	1	0.01481262035254
eleições	2	0.029625240705081
eles	2	0.029625240705081
eletromecânicas	1	0.01481262035254
eletrônica	1	0.01481262035254
elle	1	0.01481262035254
em	87	1.288697970671
embora	4	0.059250481410161
emenda	1	0.01481262035254
emergirá	1	0.01481262035254
emitido	1	0.01481262035254
emocionais	1	0.01481262035254
emoção	2	0.029625240705081
empate	1	0.01481262035254
empirista	1	0.01481262035254
empregado	1	0.01481262035254
emprego	1	0.01481262035254
empresa	2	0.029625240705081
empresas	2	0.029625240705081
encerrar	1	0.01481262035254
encontrado	1	0.01481262035254
encontramos	1	0.01481262035254
encontro	1	0.01481262035254
enfrentaram	1	0.01481262035254
enganado	1	0.01481262035254
engarrafamentos	1	0.01481262035254
enleadas	1	0.01481262035254
enlouquecerlos	1	0.01481262035254
enquadradas	1	0.01481262035254
ensina	1	0.01481262035254
ensino	2	0.029625240705081
ensinou	1	0.01481262035254
entanto	4	0.059250481410161
entidades	1	0.01481262035254
entrada	1	0.01481262035254
entrar	1	0.01481262035254
entrave	1	0.01481262035254
entre	7	0.10368834246778
entrega	1	0.01481262035254
entretanto	1	0.01481262035254
entrou	1	0.01481262035254
entusiasmo	1	0.01481262035254
então	3	0.044437861057621
enviadas	1	0.01481262035254
envolto	1	0.01481262035254
envolvendo	1	0.01481262035254
epílogo	1	0.01481262035254
equipas	1	0.01481262035254
era	5	0.074063101762702
eram	3	0.044437861057621
eras	1	0.01481262035254
eroticamente	1	0.01481262035254
erre	1	0.01481262035254
erro	1	0.01481262035254
escapa	1	0.01481262035254
esclarecer	1	0.01481262035254
esclarecimento	1	0.01481262035254
esclarecimentos	1	0.01481262035254
escleral	1	0.01481262035254
escolha	2	0.029625240705081
escolher	1	0.01481262035254
esconde	1	0.01481262035254
esconsas	1	0.01481262035254
escravos	1	0.01481262035254
escreve	1	0.01481262035254
escrever	1	0.01481262035254
escrevesse	1	0.01481262035254
escrivão	1	0.01481262035254
escudeiro	1	0.01481262035254
escuridão	3	0.044437861057621
escuridões	1	0.01481262035254
escândalo	1	0.01481262035254
espanhola	1	0.01481262035254
especial	1	0.01481262035254
espectáculo	1	0.01481262035254
espelho	1	0.01481262035254
espera	1	0.01481262035254
esperando	1	0.01481262035254
esperavas	1	0.01481262035254
espertalhote	1	0.01481262035254
espertos	1	0.01481262035254
espetáculo	1	0.01481262035254
esporte	2	0.029625240705081
espécie	4	0.059250481410161
espírito	2	0.029625240705081
esqueceríamos	1	0.01481262035254
esqueceu	2	0.029625240705081
esquema	1	0.01481262035254
esquemas	1	0.01481262035254
essa	8	0.11850096282032
essas	2	0.029625240705081
esse	6	0.088875722115242
esses	5	0.074063101762702
esta	6	0.088875722115242
estadista	1	0.01481262035254
estado	1	0.01481262035254
estampadas	1	0.01481262035254
estar	5	0.074063101762702
estarah	1	0.01481262035254
estaremos	1	0.01481262035254
estaria	1	0.01481262035254
estariam	1	0.01481262035254
estará	1	0.01481262035254
estarão	1	0.01481262035254
estas	1	0.01481262035254
estava	3	0.044437861057621
estavam	1	0.01481262035254
este	6	0.088875722115242
esteve	2	0.029625240705081
estoque	2	0.029625240705081
estou	3	0.044437861057621
estranho	1	0.01481262035254
estratégica	1	0.01481262035254
estrelas	1	0.01481262035254
estreou	1	0.01481262035254
estresse	1	0.01481262035254
estrutura	1	0.01481262035254
estruturais	1	0.01481262035254
estudos	1	0.01481262035254
estudou	1	0.01481262035254
está	10	0.1481262035254
estás	1	0.01481262035254
estão	6	0.088875722115242
etc	1	0.01481262035254
eu	48	0.71100577692194
europeus	1	0.01481262035254
evento	1	0.01481262035254
eventuais	1	0.01481262035254
evidente	2	0.029625240705081
evocar	1	0.01481262035254
exageradamente	1	0.01481262035254
exatamente	1	0.01481262035254
excepções	1	0.01481262035254
exceção	1	0.01481262035254
exclamações	1	0.01481262035254
exclusivamente	1	0.01481262035254
exemplar	1	0.01481262035254
exemplo	5	0.074063101762702
exige	1	0.01481262035254
exigirá	2	0.029625240705081
exigência	1	0.01481262035254
existe	1	0.01481262035254
existem	2	0.029625240705081
existia	1	0.01481262035254
explicação	1	0.01481262035254
exportações	1	0.01481262035254
expresidente	1	0.01481262035254
expressiva	1	0.01481262035254
expressão	1	0.01481262035254
expulsasse	1	0.01481262035254
externo	1	0.01481262035254
extinguir	1	0.01481262035254
extraordinárias	1	0.01481262035254
extrusão	1	0.01481262035254
fabricante	1	0.01481262035254
fabulosas	1	0.01481262035254
face	1	0.01481262035254
fachada	1	0.01481262035254
facto	1	0.01481262035254
facturas	1	0.01481262035254
fala	1	0.01481262035254
falam	1	0.01481262035254
falando	2	0.029625240705081
falar	4	0.059250481410161
falaram	1	0.01481262035254
falazes	1	0.01481262035254
falou	2	0.029625240705081
falta	1	0.01481262035254
faltam	1	0.01481262035254
faltaria	1	0.01481262035254
faltou	2	0.029625240705081
famas	1	0.01481262035254
família	2	0.029625240705081
fará	2	0.029625240705081
farão	1	0.01481262035254
fascinado	1	0.01481262035254
favor	2	0.029625240705081
favorito	1	0.01481262035254
favoritos	1	0.01481262035254
faz	2	0.029625240705081
fazer	3	0.044437861057621
fazerem	1	0.01481262035254
fazia	3	0.044437861057621
fazlhe	1	0.01481262035254
faço	2	0.029625240705081
fechadura	1	0.01481262035254
federal	1	0.01481262035254
feita	2	0.029625240705081
feitiçaria	1	0.01481262035254
feito	3	0.044437861057621
feliz	1	0.01481262035254
ferroviária	1	0.01481262035254
festa	1	0.01481262035254
festas	2	0.029625240705081
fez	1	0.01481262035254
fica	1	0.01481262035254
ficando	1	0.01481262035254
ficar	4	0.059250481410161
ficaram	1	0.01481262035254
fichas	4	0.059250481410161
ficou	2	0.029625240705081
fidalguinho	1	0.01481262035254
figura	1	0.01481262035254
figuras	1	0.01481262035254
fila	1	0.01481262035254
filha	2	0.029625240705081
filhas	1	0.01481262035254
filho	1	0.01481262035254
filhos	1	0.01481262035254
filme	2	0.029625240705081
filmes	1	0.01481262035254
filosofia	1	0.01481262035254
filão	1	0.01481262035254
final	5	0.074063101762702
finalíssima	1	0.01481262035254
findar	1	0.01481262035254
fingimento	1	0.01481262035254
fixado	1	0.01481262035254
fiz	1	0.01481262035254
fogo	1	0.01481262035254
foi	12	0.17775144423048
foleiras	1	0.01481262035254
folha	2	0.029625240705081
fome	1	0.01481262035254
for	5	0.074063101762702
fora	6	0.088875722115242
forma	4	0.059250481410161
formada	1	0.01481262035254
formal	1	0.01481262035254
formato	1	0.01481262035254
formação	1	0.01481262035254
formações	1	0.01481262035254
formiga	1	0.01481262035254
formulário	1	0.01481262035254
forte	1	0.01481262035254
força	1	0.01481262035254
forças	1	0.01481262035254
fosse	3	0.044437861057621
fotocopia	1	0.01481262035254
francesa	1	0.01481262035254
frente	3	0.044437861057621
frustração	1	0.01481262035254
funcionamento	2	0.029625240705081
funcionando	1	0.01481262035254
funcionou	1	0.01481262035254
fundamento	1	0.01481262035254
fundas	1	0.01481262035254
fundo	2	0.029625240705081
funções	1	0.01481262035254
fusão	2	0.029625240705081
futebol	2	0.029625240705081
futura	1	0.01481262035254
futuras	1	0.01481262035254
futuro	5	0.074063101762702
fã	1	0.01481262035254
férias	1	0.01481262035254
fênix	1	0.01481262035254
ganhar	1	0.01481262035254
ganharia	1	0.01481262035254
ganho	1	0.01481262035254
garota	1	0.01481262035254
garotos	1	0.01481262035254
gastos	1	0.01481262035254
generalizada	1	0.01481262035254
genial	1	0.01481262035254
genro	1	0.01481262035254
gente	3	0.044437861057621
geral	1	0.01481262035254
gesto	1	0.01481262035254
gloriosa	1	0.01481262035254
golfe	1	0.01481262035254
gosta	1	0.01481262035254
gostar	1	0.01481262035254
gostaria	1	0.01481262035254
gostavas	1	0.01481262035254
gosto	4	0.059250481410161
governamentais	1	0.01481262035254
governamental	1	0.01481262035254
governo	2	0.029625240705081
grande	5	0.074063101762702
grandes	1	0.01481262035254
granulomatosa	1	0.01481262035254
grau	1	0.01481262035254
gravar	1	0.01481262035254
gravatas	1	0.01481262035254
graça	3	0.044437861057621
greve	1	0.01481262035254
griffe	1	0.01481262035254
gritos	1	0.01481262035254
grupo	1	0.01481262035254
guarda	1	0.01481262035254
guardou	2	0.029625240705081
guerra	1	0.01481262035254
génie	1	0.01481262035254
handicap	1	0.01481262035254
haver	3	0.044437861057621
haveria	1	0.01481262035254
havia	2	0.029625240705081
havias	1	0.01481262035254
herança	1	0.01481262035254
hermistas	1	0.01481262035254
hipotecar	1	0.01481262035254
hipótese	4	0.059250481410161
hispanoamericano	1	0.01481262035254
histológicos	1	0.01481262035254
historiador	1	0.01481262035254
história	4	0.059250481410161
histórias	1	0.01481262035254
históricos	1	0.01481262035254
hoje	10	0.1481262035254
homem	2	0.029625240705081
homens	1	0.01481262035254
honra	1	0.01481262035254
honrado	1	0.01481262035254
hora	3	0.044437861057621
hospital	2	0.029625240705081
houvesse	1	0.01481262035254
humana	1	0.01481262035254
humilde	1	0.01481262035254
humor	1	0.01481262035254
há	10	0.1481262035254
hábitos	1	0.01481262035254
háde	4	0.059250481410161
hão	1	0.01481262035254
ia	2	0.029625240705081
iam	1	0.01481262035254
idade	1	0.01481262035254
ideia	1	0.01481262035254
identificados	1	0.01481262035254
idéia	1	0.01481262035254
idéias	1	0.01481262035254
ignorância	1	0.01481262035254
igual	1	0.01481262035254
ilustre	1	0.01481262035254
imaginar	1	0.01481262035254
imaginaste	1	0.01481262035254
imbecil	1	0.01481262035254
impacto	1	0.01481262035254
impedimento	1	0.01481262035254
impenetráveis	1	0.01481262035254
impensável	2	0.029625240705081
imperativos	1	0.01481262035254
importa	1	0.01481262035254
importante	1	0.01481262035254
impostos	2	0.029625240705081
imprensa	1	0.01481262035254
impugnação	1	0.01481262035254
impulso	1	0.01481262035254
impõe	1	0.01481262035254
in	1	0.01481262035254
incendiou	1	0.01481262035254
inclui	1	0.01481262035254
incomunicação	1	0.01481262035254
incontestavelmente	1	0.01481262035254
incrível	1	0.01481262035254
incómodo	1	0.01481262035254
indique	1	0.01481262035254
indireto	1	0.01481262035254
indiscriminada	1	0.01481262035254
induzir	1	0.01481262035254
inferior	1	0.01481262035254
infinita	1	0.01481262035254
influentes	1	0.01481262035254
informa	1	0.01481262035254
informação	1	0.01481262035254
informações	1	0.01481262035254
inofensiva	1	0.01481262035254
inovadoras	1	0.01481262035254
inquérito	1	0.01481262035254
insistiu	1	0.01481262035254
instituições	1	0.01481262035254
instrumental	1	0.01481262035254
insuficiente	1	0.01481262035254
insusceptível	1	0.01481262035254
integra	1	0.01481262035254
inteligência	1	0.01481262035254
interessante	2	0.029625240705081
interesse	1	0.01481262035254
interesses	1	0.01481262035254
interior	1	0.01481262035254
interpretar	2	0.029625240705081
intérprete	1	0.01481262035254
intérpretes	1	0.01481262035254
inventor	1	0.01481262035254
inverdade	1	0.01481262035254
investigação	1	0.01481262035254
invocam	1	0.01481262035254
ir	1	0.01481262035254
iria	1	0.01481262035254
iriam	1	0.01481262035254
irmã	1	0.01481262035254
irritado	1	0.01481262035254
irritação	1	0.01481262035254
irá	2	0.029625240705081
irão	1	0.01481262035254
isso	13	0.19256406458302
isto	1	0.01481262035254
janela	2	0.029625240705081
jeito	2	0.029625240705081
joelhos	1	0.01481262035254
jogador	1	0.01481262035254
jogadores	2	0.029625240705081
jogam	1	0.01481262035254
jogar	2	0.029625240705081
jogo	1	0.01481262035254
jornadas	1	0.01481262035254
jornais	1	0.01481262035254
jornal	2	0.029625240705081
jovens	1	0.01481262035254
junção	1	0.01481262035254
juros	1	0.01481262035254
justifica	1	0.01481262035254
justo	1	0.01481262035254
juventude	2	0.029625240705081
já	15	0.22218930528811
jóia	1	0.01481262035254
júbilo	1	0.01481262035254
la	1	0.01481262035254
labirinticamente	1	0.01481262035254
lado	8	0.11850096282032
lançado	1	0.01481262035254
larga	1	0.01481262035254
largar	1	0.01481262035254
laço	1	0.01481262035254
legados	1	0.01481262035254
legislação	1	0.01481262035254
legítimo	1	0.01481262035254
lei	2	0.029625240705081
leitor	2	0.029625240705081
lembra	1	0.01481262035254
lembram	1	0.01481262035254
lembranças	1	0.01481262035254
lembrarse	1	0.01481262035254
lembraste	1	0.01481262035254
letra	1	0.01481262035254
letreiro	1	0.01481262035254
levam	1	0.01481262035254
levantar	1	0.01481262035254
levaram	1	0.01481262035254
leve	1	0.01481262035254
lhe	9	0.13331358317286
lhes	3	0.044437861057621
liberdade	2	0.029625240705081
liderar	1	0.01481262035254
ligeireza	1	0.01481262035254
limitamse	1	0.01481262035254
limitar	1	0.01481262035254
limite	1	0.01481262035254
limpar	1	0.01481262035254
limão	1	0.01481262035254
linda	1	0.01481262035254
lindas	1	0.01481262035254
livre	2	0.029625240705081
livro	3	0.044437861057621
lição	1	0.01481262035254
logo	2	0.029625240705081
longe	1	0.01481262035254
look	1	0.01481262035254
louco	1	0.01481262035254
lugar	3	0.044437861057621
lugares	2	0.029625240705081
luto	1	0.01481262035254
lá	4	0.059250481410161
lêem	1	0.01481262035254
machucar	1	0.01481262035254
made	1	0.01481262035254
mago	1	0.01481262035254
maior	1	0.01481262035254
maiores	2	0.029625240705081
maioria	5	0.074063101762702
mais	28	0.41475336987113
malandros	1	0.01481262035254
malicioso	1	0.01481262035254
maligno	2	0.029625240705081
mamãe	1	0.01481262035254
mamãs	1	0.01481262035254
mandavamnos	1	0.01481262035254
mandoume	1	0.01481262035254
maneira	1	0.01481262035254
manga	1	0.01481262035254
manifestos	1	0.01481262035254
manigância	1	0.01481262035254
mar	2	0.029625240705081
marcas	1	0.01481262035254
marcos	1	0.01481262035254
margem	2	0.029625240705081
mas	26	0.38512812916605
material	1	0.01481262035254
materializarão	1	0.01481262035254
matou	1	0.01481262035254
matriz	1	0.01481262035254
matronas	1	0.01481262035254
matéria	1	0.01481262035254
maço	1	0.01481262035254
me	21	0.31106502740335
mecanicista	1	0.01481262035254
medalha	1	0.01481262035254
mediante	1	0.01481262035254
medida	2	0.029625240705081
medo	2	0.029625240705081
meia	2	0.029625240705081
meio	1	0.01481262035254
meiotermo	1	0.01481262035254
melhor	3	0.044437861057621
melhorar	1	0.01481262035254
melhores	1	0.01481262035254
melhoria	1	0.01481262035254
membro	1	0.01481262035254
membros	2	0.029625240705081
memorando	1	0.01481262035254
mencionado	1	0.01481262035254
menina	2	0.029625240705081
menos	7	0.10368834246778
mensagens	1	0.01481262035254
mental	2	0.029625240705081
mentir	1	0.01481262035254
mentira	1	0.01481262035254
mercado	1	0.01481262035254
merece	1	0.01481262035254
mesa	3	0.044437861057621
mesas	1	0.01481262035254
meses	1	0.01481262035254
mesma	4	0.059250481410161
mesmo	12	0.17775144423048
mesquinharias	1	0.01481262035254
mestre	1	0.01481262035254
metade	1	0.01481262035254
meterem	1	0.01481262035254
metido	2	0.029625240705081
meu	22	0.32587764775589
meus	4	0.059250481410161
mil	2	0.029625240705081
milhões	1	0.01481262035254
milímetro	1	0.01481262035254
mim	5	0.074063101762702
mingo	1	0.01481262035254
minha	10	0.1481262035254
minhas	3	0.044437861057621
miniensaios	1	0.01481262035254
minigramática	1	0.01481262035254
minimização	1	0.01481262035254
mistificação	1	0.01481262035254
misto	1	0.01481262035254
modalidades	1	0.01481262035254
moderna	1	0.01481262035254
modernas	1	0.01481262035254
modo	3	0.044437861057621
modéstia	1	0.01481262035254
moeda	2	0.029625240705081
moedas	1	0.01481262035254
molhes	1	0.01481262035254
moradas	1	0.01481262035254
moradores	1	0.01481262035254
moral	1	0.01481262035254
morando	1	0.01481262035254
moro	1	0.01481262035254
mostrando	1	0.01481262035254
motorista	1	0.01481262035254
motoristas	1	0.01481262035254
movimento	1	0.01481262035254
moça	1	0.01481262035254
moços	2	0.029625240705081
mudança	2	0.029625240705081
mudanças	1	0.01481262035254
mudar	1	0.01481262035254
mui	1	0.01481262035254
muita	3	0.044437861057621
muitas	3	0.044437861057621
muito	11	0.16293882387794
muitos	5	0.074063101762702
mulher	6	0.088875722115242
mulheres	1	0.01481262035254
multa	1	0.01481262035254
multinacional	1	0.01481262035254
mundo	5	0.074063101762702
municipais	1	0.01481262035254
municipal	1	0.01481262035254
municípios	1	0.01481262035254
murmurava	1	0.01481262035254
muro	1	0.01481262035254
musical	1	0.01481262035254
máscara	1	0.01481262035254
mãe	1	0.01481262035254
mãezinha	1	0.01481262035254
mãos	2	0.029625240705081
média	1	0.01481262035254
médico	1	0.01481262035254
médio	1	0.01481262035254
métodos	1	0.01481262035254
mínimo	2	0.029625240705081
múmias	1	0.01481262035254
músculo	1	0.01481262035254
música	2	0.029625240705081
n	2	0.029625240705081
na	46	0.68138053621686
nacional	1	0.01481262035254
nada	3	0.044437861057621
naquele	1	0.01481262035254
nariz	1	0.01481262035254
narrativa	2	0.029625240705081
nas	4	0.059250481410161
necessariamente	1	0.01481262035254
necessidades	1	0.01481262035254
negar	1	0.01481262035254
negaria	1	0.01481262035254
negociar	1	0.01481262035254
negou	1	0.01481262035254
negro	1	0.01481262035254
nela	2	0.029625240705081
nelas	1	0.01481262035254
nem	14	0.20737668493557
nenhum	2	0.029625240705081
nervoso	2	0.029625240705081
nessa	1	0.01481262035254
nesse	2	0.029625240705081
nesta	4	0.059250481410161
neste	1	0.01481262035254
neto	1	0.01481262035254
ninguém	2	0.029625240705081
nisso	7	0.10368834246778
nisto	2	0.029625240705081
no	73	1.0813212857354
noite	2	0.029625240705081
nome	6	0.088875722115242
nomes	3	0.044437861057621
nominal	1	0.01481262035254
norma	1	0.01481262035254
normalmente	1	0.01481262035254
normas	1	0.01481262035254
norteamericano	1	0.01481262035254
nos	14	0.20737668493557
nossa	1	0.01481262035254
nossos	2	0.029625240705081
nota	4	0.059250481410161
noticia	1	0.01481262035254
notificada	1	0.01481262035254
noutras	1	0.01481262035254
nova	1	0.01481262035254
novo	2	0.029625240705081
num	9	0.13331358317286
numa	3	0.044437861057621
nunca	8	0.11850096282032
náusea	1	0.01481262035254
não	90	1.3331358317286
nível	1	0.01481262035254
nós	2	0.029625240705081
número	1	0.01481262035254
o	186	2.7551473855725
obediência	1	0.01481262035254
objecto	1	0.01481262035254
objetivo	1	0.01481262035254
objeto	2	0.029625240705081
obliteração	1	0.01481262035254
obra	1	0.01481262035254
obras	2	0.029625240705081
obrigações	1	0.01481262035254
observar	1	0.01481262035254
obsessão	1	0.01481262035254
obtidas	1	0.01481262035254
ofendido	1	0.01481262035254
olhos	2	0.029625240705081
olímpico	2	0.029625240705081
onda	1	0.01481262035254
onde	6	0.088875722115242
oniscientes	1	0.01481262035254
ontem	1	0.01481262035254
opinasse	1	0.01481262035254
oponentes	1	0.01481262035254
oportunidade	1	0.01481262035254
optou	1	0.01481262035254
opção	1	0.01481262035254
orelha	1	0.01481262035254
organizar	1	0.01481262035254
organização	1	0.01481262035254
orgulha	1	0.01481262035254
orgulho	1	0.01481262035254
orifício	1	0.01481262035254
origem	1	0.01481262035254
original	1	0.01481262035254
orquestra	1	0.01481262035254
os	42	0.6221300548067
ossada	1	0.01481262035254
osso	2	0.029625240705081
ou	25	0.37031550881351
ouro	1	0.01481262035254
outra	4	0.059250481410161
outras	4	0.059250481410161
outro	6	0.088875722115242
outrora	1	0.01481262035254
outros	3	0.044437861057621
ouvi	1	0.01481262035254
ouvido	1	0.01481262035254
ouvindo	1	0.01481262035254
ouviram	1	0.01481262035254
ouviu	1	0.01481262035254
ovos	1	0.01481262035254
pae	1	0.01481262035254
pai	3	0.044437861057621
painelretrato	1	0.01481262035254
pais	2	0.029625240705081
paivense	1	0.01481262035254
palavra	3	0.044437861057621
palco	1	0.01481262035254
paleontólogo	1	0.01481262035254
papéis	1	0.01481262035254
par	3	0.044437861057621
para	40	0.59250481410161
parada	1	0.01481262035254
parar	1	0.01481262035254
paraíso	1	0.01481262035254
parcial	1	0.01481262035254
parece	2	0.029625240705081
paredes	1	0.01481262035254
parlamentares	1	0.01481262035254
parte	4	0.059250481410161
participantes	1	0.01481262035254
particular	1	0.01481262035254
partido	2	0.029625240705081
partilharia	1	0.01481262035254
partirlhe	1	0.01481262035254
parto	1	0.01481262035254
pascaliano	1	0.01481262035254
passa	1	0.01481262035254
passada	1	0.01481262035254
passado	2	0.029625240705081
passam	1	0.01481262035254
passaporte	1	0.01481262035254
passar	4	0.059250481410161
passaram	1	0.01481262035254
passarse	2	0.029625240705081
passeio	1	0.01481262035254
passional	1	0.01481262035254
passo	1	0.01481262035254
passou	2	0.029625240705081
património	1	0.01481262035254
patrocinador	1	0.01481262035254
paulista	1	0.01481262035254
paulistano	1	0.01481262035254
paulistas	1	0.01481262035254
país	1	0.01481262035254
países	1	0.01481262035254
pedido	1	0.01481262035254
pedintes	1	0.01481262035254
pedir	2	0.029625240705081
pediu	1	0.01481262035254
pedra	1	0.01481262035254
pedras	1	0.01481262035254
pegar	2	0.029625240705081
pegála	1	0.01481262035254
peito	1	0.01481262035254
peixeirada	1	0.01481262035254
pela	8	0.11850096282032
pele	1	0.01481262035254
pelo	14	0.20737668493557
pelos	3	0.044437861057621
pelouro	1	0.01481262035254
penhor	1	0.01481262035254
pensado	2	0.029625240705081
pensam	1	0.01481262035254
pensasse	1	0.01481262035254
pequeno	3	0.044437861057621
peraltice	1	0.01481262035254
perceber	1	0.01481262035254
percorrer	1	0.01481262035254
perdedor	1	0.01481262035254
perdem	1	0.01481262035254
perdendo	1	0.01481262035254
perderam	1	0.01481262035254
perdido	1	0.01481262035254
perdulários	1	0.01481262035254
peremptoriamente	1	0.01481262035254
perigos	1	0.01481262035254
pernasdepau	1	0.01481262035254
pertence	1	0.01481262035254
pertencia	1	0.01481262035254
peruca	1	0.01481262035254
período	1	0.01481262035254
pesadelo	1	0.01481262035254
pesquisas	1	0.01481262035254
pessimismo	1	0.01481262035254
pessimista	2	0.029625240705081
pessoa	1	0.01481262035254
pessoais	1	0.01481262035254
pessoas	5	0.074063101762702
petição	1	0.01481262035254
peça	1	0.01481262035254
peças	1	0.01481262035254
piada	1	0.01481262035254
picolé	1	0.01481262035254
pior	2	0.029625240705081
piracicabano	1	0.01481262035254
pista	1	0.01481262035254
pizza	2	0.029625240705081
plaisanteries	1	0.01481262035254
platéia	1	0.01481262035254
